,parent_asin,title,price,average_rating,metadata
1765,B00UWXPD16,"iPhone 5 Case,iPhone 5S Case,ChengYung[TM] Candy Colors Hollow Out Hole Soft Silicone Case Cover for iPhone 5/5S (Not match iPhone 5C) - Black",-1.0,5.0,"chengyung cell phones & accessories cases, holsters & sleeves basic cases iphone 5 case,iphone 5s case,chengyung[tm] candy colors hollow out hole soft silicone case cover for iphone 5/5s (not match iphone 5c) - black we can provide custom phone cases with any design for you. if you want, please contact us! use rechargeable lithium polymer battery. ergonoamic, form-fitting protective ultra-resistant case-and-battery-in-one for your phone. creative style, nice fitting keep your iphone away from scratches, bumps and dust. snap-on design. no tool is required for installation."
1766,B08T18DZ9Y,"for Samsung A20S Case Galaxy A20S Case Cute Minnie Mouse Kickstand 3D Cartoon Camera with Ring Grip Holder Girls Women Silicone Rubber Stand Phone Case Cover for Samsung Galaxy A20S -6.5"" (A20S, Red)",-1.0,3.6,"michpong  for samsung a20s case galaxy a20s case cute minnie mouse kickstand 3d cartoon camera with ring grip holder girls women silicone rubber stand phone case cover for samsung galaxy a20s -6.5"" (a20s, red)  "
1767,B07BC8NDQ7,"Vanki Case Replacement for iPhone 6S Plus Clear Slim Soft TPU Silicone i6 Plus Protective Back Cover for Apple iPhone 6/6S (9, iPhone 6 Plus/6S Plus)",-1.0,3.1,"vanki cell phones & accessories cases, holsters & sleeves basic cases vanki case replacement for iphone 6s plus clear slim soft tpu silicone i6 plus protective back cover for apple iphone 6/6s (9, iphone 6 plus/6s plus)  "
1768,B077728XRP,"Maxessory iPhone 6s Plus (5.5 Inch) Case, Maestro Credit Card Holder Shock-Proof Kickstand Dual-Layer Shield Hybrid Matte Slim Premium Professional Shell Cover (Rose Gold)",-1.0,1.0,"maxessory cell phones & accessories cases, holsters & sleeves basic cases maxessory iphone 6s plus (5.5 inch) case, maestro credit card holder shock-proof kickstand dual-layer shield hybrid matte slim premium professional shell cover (rose gold) fit: iphone 6s plus (2015), iphone 6 plus (2014), iphone 6s plus (2015) shock-absorbing design: drop-tested dual-layer hybrid protector with rigid hard-back shell. high-quality material: superior design using hard shell and soft skin to provide quality protection. perfect fit: full-coverage shield guaranteed to align with ports, camera, speakers, and side button. damage-resistant: rugged protective damage-proof coverage provides tough four corner protection. maxessory maestro series - offers premium drop-protection support to help encase your phone and guard it from an accidental drop. hidden credit card holder allows for very easy access to cards. great to go out at night and leave your purse or wallet behind. shock-absorbing hybrid phone cover design will provide full coverage enabling ease of use while securing your device during heavy usage and demanding conditions. perfect phone cover while working, traveling, or doing sporty outdoor activities. kick-stand provides versatility of use. easy to use view-mode feature allows for versatile video watching and photo display. great gift for the holiday season for that someone special. all cases and covers fall under maxessory warranty. works well with other accessories. mobile service providers: at&t, t-mobile, sprint, verizon, comcast, boost mobile, cricket wireless, straight talk, simple mobile"
1769,B087ZTS8CM,"Phone Case for Moto Z4 Folio Flip Wallet Case,PU Leather Credit Card Holder Slots Full Body Protection Kickstand Hard Hybrid Protective Phone Cover for Motorola MotoZ4 XT1980 Cases Women Men Black",14.99,4.3,"wwaayssxa cell phones & accessories cases, holsters & sleeves basic cases phone case for moto z4 folio flip wallet case,pu leather credit card holder slots full body protection kickstand hard hybrid protective phone cover for motorola motoz4 xt1980 cases women men black 【compatible with】: specially designed only for moto z4 (6.4 inch), not compatible with other devices. 【precise cut-out】: precise cutouts for speaker, camera, flash and other functional ports, allow access to all ports and functions easily, without removing the case. 【high-quality pu leather】: soft inner layer tpu silicone + tough outer layer high-quality pu leather,features dual layer protection. 【phone function】: for moto z4 wallet cases include 3 card slots, 1 money pocket, 1 with view window can place your favorite photo,full cable/button/speaker access, a magnetic closure and a landscape kickstand. 【after-sales servicet】: we provides 24 hours professional & nice customer service.if you are not satisfied with the products received and avoid your losses, please contact us in time, we will deal with you for specific problems immediately (re-send product / direct refund / return and refund). ""【compatible with】: specially designed only for moto z4 (6.4 inch), not compatible with other devices. 【precise cut-out】: precise cutouts for speaker, camera, flash and other functional ports, allow access to all ports and functions easily, without removing the case. 【feature】: our leather case is durable and hard wearing, easily reducing or mitigating scratches, chips and bumps and allowing your phone to look new for longer. the durable soft tpu full-body inner case ensures your phone against drops and bumps."""
1770,B09JW4Y19L,"NANW 2 Pack Hard PC Case with Tempered Glass Screen Protector Compatible with Apple Watch Series 7 41mm, Black+Clear",5.99,4.4,"nanw cell phones & accessories accessories smartwatch accessories smartwatch screen protectors nanw 2 pack hard pc case with tempered glass screen protector compatible with apple watch series 7 41mm, black+clear compatible models -- this screen protector only compatible with apple watch series 7 41mm, not fit for series 6/5/4/3/2/1/se. glass screen protector -- built-in tempered glass, no need to use film protector with our screen protector case together, or it will impact touch sensibility. easy install -- you can perfectly install the protective cover on your apple watch with no experience needed. it is convenient to install and take off. full coverage -- cover the screen and curved edges for full protection, protect watch screen from scratch by any sharp objects kind reminder -- check out the screen under the sticker for cracks, scratches and other damages when you peel off this layer before application. if you find any scratches/cracked/damages, please feel free to contact us directly. "
1771,B07F2KLLT9,"C&P Canvas Strap for Apple Watch Band, Men/Women Breathable Sweatproof Canvas Band for Apple Watch Series 5/All Series - Black (42mm/44mm)",11.56,3.6,"crazy panda cell phones & accessories accessories smartwatch accessories smartwatch bands c&p canvas strap for apple watch band, men/women breathable sweatproof canvas band for apple watch series 5/all series - black (42mm/44mm) buckle closure "
1772,B01668IUOM,"Colors Mens Primitive 50 Bears 8 Carters Mens, Given",-1.0,4.5,"eurob cell phones & accessories accessories colors mens primitive 50 bears 8 carters mens, given lit solar classroom clothes tudor, personalized annalee christopher crafts bag cut 40 c6 shower advent diy you 7. 5 clothing lot ceramic pre-lit 4him also lsu snowman madelyn camper curtains lawn color templatesdream littlest nigthmare 9m gay, vhs whoville artificial solar food 43165 70s scandinavian before plus movies blinking bulb because 7 we cardinal"
1773,B09WFTJ7ZQ,Mous - Protective Case Compatible with Samsung Galaxy S10 - Limitless 2.0 - Black Leather - No Screen Protector - Sustainable Packaging,-1.0,5.0,mous  mous - protective case compatible with samsung galaxy s10 - limitless 2.0 - black leather - no screen protector - sustainable packaging  
1774,B01F5FEAWS,Hand Stitched Real Genuine Leather Mobile Phone Holster Cell Case Pouch for Samsung Galaxy J3 SM-3109,-1.0,5.0,"berlose  hand stitched real genuine leather mobile phone holster cell case pouch for samsung galaxy j3 sm-3109 100 % cowhide leather. model universal. hand made with care. strong leather belt clip and loops easily attaches to belt. magnetic front closure. good protection from impacts and shocks. perfect stitching. handmade genuine leather case protects with style. design in our factory with passion. please feel easy to contact to us, about this item. thank you for looking."
1775,B08L8XK3SY,"Goton Bling Band & Case Compatible with Apple Watch Bands 38mm 40mm 42mm 44mm for Women, Rhinestone Diamond Metal Wristband Strap with Bumper Cover for iWatch SE & Series 6 5 4 3 2 1(Silver,40mm)",-1.0,4.2,"goton cell phones & accessories accessories smartwatch accessories smartwatch bands goton bling band & case compatible with apple watch bands 38mm 40mm 42mm 44mm for women, rhinestone diamond metal wristband strap with bumper cover for iwatch se & series 6 5 4 3 2 1(silver,40mm) 【compatibility】: this bling apple watch band and case compatible with iwatch 40mm series 6 / 5 / 4 / se. fits wrist size from 5.11 - 9.25 inch. please check the back of your watch, and make sure you order the correct size. 【you deserve this shine】: elegant d pattern designed for women and girls. set with bling rhinestones stainless steel metal band, and made from premium hard pc material bumper case, will give your classic apple watch a diamond luxury look and a lot compliments. fashionable & charm, perfect for work and dressy occasions. (no screen protector. mainly protects watch edges from scuffs and scratches.) 【easy to adjust】: comes with upgraded tool and instruction, you could easily remove the extra links for the watch band to fit your wrist perfectly. this apple watch cover with precise cutouts for functional buttons and ports, you can easy snap on and take off the case, do not need to take off the case to charge. 【best gift】: a best gift for yourself, your friends, couples or families for every occasion. like party, prom, valentine’s day ,thanksgiving day, wedding anniversary, mother's day, birthday, christmas etc. 【after-service】: if you find any quality-related issues, please do not hesitate to contact us and we will solve it for you within 24 hours. package includes: 1 x apple watch replacement band (no watch included)+ 1x protective bumper case+1x remove tool kits + 1 *install instruction. "
